"No.","Time","Source","Destination","Protocol","Length","Info"
"27076","226.270239","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f24d:1c3:face:b00c:0:167","TCP","74","63326  >  443 [ACK] Seq=2527 Ack=88163 Win=132096 Len=0"
"27077","226.270280","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f24d:1c3:face:b00c:0:167","TCP","74","63326  >  443 [ACK] Seq=2527 Ack=90947 Win=132096 Len=0"
"27080","226.274547","2a03:2880:f24d:1c3:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.3","2858","Continuation Data"
"27081","226.274547","2a03:2880:f24d:1c3:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.3","2858","[TCP Previous segment not captured] , Continuation Data"
"27082","226.274547","2a03:2880:f24d:1c3:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","1466","[TCP Out-Of-Order] 443  >  63326 [ACK] Seq=93731 Ack=2527 Win=73984 Len=1392"
"27083","226.274547","2a03:2880:f24d:1c3:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.3","22346","Continuation Data"
"27084","226.274739","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f24d:1c3:face:b00c:0:167","TCP","86","63326  >  443 [ACK] Seq=2527 Ack=93731 Win=132096 Len=0 SLE=95123 SRE=97907"
"27085","226.274867","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f24d:1c3:face:b00c:0:167","TCP","74","63326  >  443 [ACK] Seq=2527 Ack=97907 Win=132096 Len=0"
"27086","226.274920","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f24d:1c3:face:b00c:0:167","TCP","74","63326  >  443 [ACK] Seq=2527 Ack=120179 Win=132096 Len=0"
"27087","226.275393","2a03:2880:f24d:1c3:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.3","1466","Continuation Data"
"27088","226.275393","2a03:2880:f24d:1c3:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.3","1466","[TCP Previous segment not captured] , Continuation Data"
"27089","226.275393","2a03:2880:f24d:1c3:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","1466","[TCP Out-Of-Order] 443  >  63326 [ACK] Seq=121571 Ack=2527 Win=73984 Len=1392"
"27090","226.275514","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f24d:1c3:face:b00c:0:167","TCP","86","63326  >  443 [ACK] Seq=2527 Ack=121571 Win=132096 Len=0 SLE=122963 SRE=124355"
"27091","226.275582","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f24d:1c3:face:b00c:0:167","TCP","74","63326  >  443 [ACK] Seq=2527 Ack=124355 Win=132096 Len=0"
"27092","226.275724","2a03:2880:f24d:1c3:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.3","2858","Continuation Data"
"27093","226.275822","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f24d:1c3:face:b00c:0:167","TCP","74","63326  >  443 [ACK] Seq=2527 Ack=127139 Win=132096 Len=0"
"27094","226.285026","2a03:2880:f24d:1c3:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","4250","[TCP Previous segment not captured] 443  >  63326 [ACK] Seq=131315 Ack=2527 Win=73984 Len=4176"
"27095","226.285112","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f24d:1c3:face:b00c:0:167","TCP","86","[TCP Dup ACK 27093#1] 63326  >  443 [ACK] Seq=2527 Ack=127139 Win=132096 Len=0 SLE=131315 SRE=135491"
"27096","226.285609","2a03:2880:f24d:1c3:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.3","2858","Continuation Data"
"27097","226.285609","2a03:2880:f24d:1c3:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.3","2858","[TCP Previous segment not captured] , Continuation Data"
"27098","226.285609","2a03:2880:f24d:1c3:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","1466","[TCP Out-Of-Order] 443  >  63326 [ACK] Seq=138275 Ack=2527 Win=73984 Len=1392"
"27099","226.285641","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f24d:1c3:face:b00c:0:167","TCP","86","[TCP Dup ACK 27093#2] 63326  >  443 [ACK] Seq=2527 Ack=127139 Win=132096 Len=0 SLE=131315 SRE=138275"
"27100","226.285657","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f24d:1c3:face:b00c:0:167","TCP","94","[TCP Dup ACK 27093#3] 63326  >  443 [ACK] Seq=2527 Ack=127139 Win=132096 Len=0 SLE=139667 SRE=142451 SLE=131315 SRE=138275"
"27101","226.285675","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f24d:1c3:face:b00c:0:167","TCP","86","[TCP Dup ACK 27093#4] 63326  >  443 [ACK] Seq=2527 Ack=127139 Win=132096 Len=0 SLE=131315 SRE=142451"
"27102","226.285798","2a03:2880:f24d:1c3:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.3","1466","Continuation Data"
"27103","226.285810","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f24d:1c3:face:b00c:0:167","TCP","86","[TCP Dup ACK 27093#5] 63326  >  443 [ACK] Seq=2527 Ack=127139 Win=132096 Len=0 SLE=131315 SRE=143843"
"27104","226.287497","2a03:2880:f24d:1c3:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.3","1466","[TCP Previous segment not captured] , Continuation Data"
"27105","226.287497","2a03:2880:f24d:1c3:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.3","1466","[TCP Fast Retransmission] , Continuation Data"
"27106","226.287497","2a03:2880:f24d:1c3:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.3","1466","Continuation Data"
"27107","226.287497","2a03:2880:f24d:1c3:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","1313","[TCP Previous segment not captured] 443  >  63326 [PSH, ACK] Seq=149411 Ack=2527 Win=73984 Len=1239"
"27108","226.287497","2a03:2880:f24d:1c3:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.3","1466","[TCP Fast Retransmission] , Continuation Data"
"27109","226.287577","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f24d:1c3:face:b00c:0:167","TCP","94","[TCP Dup ACK 27093#6] 63326  >  443 [ACK] Seq=2527 Ack=127139 Win=132096 Len=0 SLE=145235 SRE=146627 SLE=131315 SRE=143843"
"27110","226.287638","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f24d:1c3:face:b00c:0:167","TCP","86","[TCP Dup ACK 27093#7] 63326  >  443 [ACK] Seq=2527 Ack=127139 Win=132096 Len=0 SLE=131315 SRE=146627"
"27111","226.287660","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f24d:1c3:face:b00c:0:167","TCP","86","[TCP Dup ACK 27093#8] 63326  >  443 [ACK] Seq=2527 Ack=127139 Win=132096 Len=0 SLE=131315 SRE=148019"
"27112","226.287693","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f24d:1c3:face:b00c:0:167","TCP","94","[TCP Dup ACK 27093#9] 63326  >  443 [ACK] Seq=2527 Ack=127139 Win=132096 Len=0 SLE=149411 SRE=150650 SLE=131315 SRE=148019"
"27113","226.287714","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f24d:1c3:face:b00c:0:167","TCP","86","[TCP Dup ACK 27093#10] 63326  >  443 [ACK] Seq=2527 Ack=127139 Win=132096 Len=0 SLE=131315 SRE=150650"
"27114","226.299246","2a03:2880:f24d:1c3:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.3","4250","[TCP Fast Retransmission] , Continuation Data"
"27115","226.299405","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f24d:1c3:face:b00c:0:167","TCP","74","63326  >  443 [ACK] Seq=2527 Ack=150650 Win=132096 Len=0"
"27116","226.424548","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TCP","155","[TCP Retransmission] 63317  >  443 [PSH, ACK] Seq=9554 Ack=27512 Win=132096 Len=81"
"27117","226.437774","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","86","443  >  63317 [ACK] Seq=27512 Ack=9635 Win=77568 Len=0 SLE=9554 SRE=9635"
"27118","226.608785","2600:1417:6000::1730:ad11","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.3","113","Application Data"
"27119","226.608785","2600:1417:6000::1730:ad11","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.3","98","Application Data"
"27120","226.608785","2600:1417:6000::1730:ad11","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63305 [FIN, ACK] Seq=599 Ack=2088 Win=64128 Len=0"
"27121","226.608785","2600:1417:6000::1730:ad11","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.3","113","Application Data"
"27122","226.608785","2600:1417:6000::1730:ad11","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","[TCP Previous segment not captured] 443  >  63304 [FIN, ACK] Seq=599 Ack=2152 Win=64128 Len=0"
"27123","226.608785","2600:1417:6000::1730:ad11","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","98","[TCP Out-Of-Order] 443  >  63304 [PSH, ACK] Seq=575 Ack=2152 Win=64128 Len=24"
"27124","226.608904","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2600:1417:6000::1730:ad11","TCP","74","63304  >  443 [ACK] Seq=2152 Ack=575 Win=131072 Len=0"
"27125","226.608985","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2600:1417:6000::1730:ad11","TCP","74","63305  >  443 [ACK] Seq=2088 Ack=600 Win=131072 Len=0"
"27126","226.609001","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2600:1417:6000::1730:ad11","TCP","74","63304  >  443 [ACK] Seq=2152 Ack=600 Win=131072 Len=0"
"27127","226.630369","2600:1417:6000::1730:ad13","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.3","113","Application Data"
"27128","226.630369","2600:1417:6000::1730:ad13","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TLSv1.3","98","Application Data"
"27129","226.630489","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2600:1417:6000::1730:ad13","TCP","74","63306  >  443 [ACK] Seq=2138 Ack=615 Win=131072 Len=0"
"27130","226.631272","2600:1417:6000::1730:ad13","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63306 [FIN, ACK] Seq=615 Ack=2138 Win=64128 Len=0"
"27131","226.631364","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2600:1417:6000::1730:ad13","TCP","74","63306  >  443 [ACK] Seq=2138 Ack=616 Win=131072 Len=0"
"27140","227.266406","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27141","227.266530","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27142","227.266555","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27143","227.266574","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27144","227.266595","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27145","227.266613","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27146","227.267269","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27147","227.267320","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27148","227.267339","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27149","227.267358","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27150","227.267376","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27151","227.267397","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27152","227.267417","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27153","227.267435","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27154","227.267453","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27155","227.267471","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27156","227.267491","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27157","227.267525","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27158","227.267581","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27159","227.267600","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27160","227.267716","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27161","227.267735","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27162","227.267754","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27163","227.267774","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27164","227.267792","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27165","227.267811","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27166","227.267829","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","147","Application Data"
"27167","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=9708 Win=77568 Len=0"
"27168","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=9781 Win=77568 Len=0"
"27169","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=9854 Win=77568 Len=0"
"27170","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=9927 Win=77568 Len=0"
"27171","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=10000 Win=77568 Len=0"
"27172","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=10073 Win=77568 Len=0"
"27173","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=10146 Win=77568 Len=0"
"27174","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","86","[TCP Dup ACK 27173#1] 443  >  63317 [ACK] Seq=27512 Ack=10146 Win=80384 Len=0 SLE=10219 SRE=10292"
"27175","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=10292 Win=80384 Len=0"
"27176","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=10365 Win=80384 Len=0"
"27177","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=10438 Win=80384 Len=0"
"27178","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=10511 Win=80384 Len=0"
"27179","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=10584 Win=80384 Len=0"
"27180","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=10657 Win=80384 Len=0"
"27181","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=10730 Win=80384 Len=0"
"27182","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=10803 Win=80384 Len=0"
"27183","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=10876 Win=80384 Len=0"
"27184","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=10949 Win=80384 Len=0"
"27185","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=11314 Win=80384 Len=0"
"27186","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=11460 Win=80384 Len=0"
"27187","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=11533 Win=80384 Len=0"
"27188","227.281157","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=11606 Win=80384 Len=0"
"27189","227.468026","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","158","Application Data"
"27190","227.468169","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","160","Application Data"
"27191","227.468197","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","175","Application Data"
"27192","227.468219","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","173","Application Data"
"27193","227.468240","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","173","Application Data"
"27194","227.468261","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","173","Application Data"
"27195","227.468282","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","173","Application Data"
"27196","227.468301","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","173","Application Data"
"27197","227.468324","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","175","Application Data"
"27198","227.468344","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","173","Application Data"
"27199","227.468363","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","173","Application Data"
"27200","227.468383","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","168","Application Data"
"27201","227.468415","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","173","Application Data"
"27202","227.468435","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","173","Application Data"
"27203","227.468455","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","173","Application Data"
"27204","227.468475","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","158","Application Data"
"27205","227.468495","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","175","Application Data"
"27206","227.468515","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","175","Application Data"
"27207","227.468534","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","175","Application Data"
"27208","227.468552","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","173","Application Data"
"27209","227.468571","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","175","Application Data"
"27210","227.468590","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","175","Application Data"
"27211","227.468611","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","173","Application Data"
"27212","227.468629","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","175","Application Data"
"27213","227.468660","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","175","Application Data"
"27214","227.468678","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","175","Application Data"
"27215","227.468699","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","175","Application Data"
"27216","227.468719","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","173","Application Data"
"27217","227.468739","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","160","Application Data"
"27218","227.468759","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","158","Application Data"
"27219","227.468780","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","160","Application Data"
"27220","227.468801","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","158","Application Data"
"27221","227.468820","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","173","Application Data"
"27222","227.468840","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","149","Application Data"
"27223","227.468883","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","148","Application Data"
"27224","227.468908","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","149","Application Data"
"27225","227.468928","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","149","Application Data"
"27226","227.468947","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","149","Application Data"
"27227","227.468978","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","149","Application Data"
"27228","227.468997","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","149","Application Data"
"27229","227.469017","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","151","Application Data"
"27230","227.469072","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","149","Application Data"
"27231","227.469091","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","149","Application Data"
"27232","227.469111","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","2a03:2880:f329:122:face:b00c:0:167","TLSv1.3","149","Application Data"
"27233","227.486092","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=11690 Win=80384 Len=0"
"27234","227.486092","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=11877 Win=80384 Len=0"
"27235","227.486092","2a03:2880:f329:122:face:b00c:0:167","2404:97c0:223:4181:d8ac:cbb4:17b:ef4b","TCP","74","443  >  63317 [ACK] Seq=27512 Ack=12174 Win=80384 Len=0"
